config01:Button00:Measurement Value,Reference Value,Threshold,R_THr,Touch ON/OFF Difference,Hysteresis,Status,MEDIAN_9,Average_4,IIR_8,,IIR_16
45873,45821,800,46621,52,10,0,45867,45889,45845,,45843
45782,45821,800,46621,-39,10,0,45808,45891,45837,,45841
45811,45821,800,46621,-10,10,0,45808,45874,45833,,45835
45801,45821,800,46621,-20,10,0,45801,45816,45829,,45831
46021,45821,800,46621,200,10,0,45811,45853,45853,,45841
45941,45821,800,46621,120,10,0,45873,45893,45864,,45858
45835,45821,800,46621,14,10,0,45873,45899,45860,,45862
45779,45821,800,46621,-42,10,0,45835,45894,45849,,45854
45779,45821,800,46621,-42,10,0,45811,45833,45840,,45844
45793,45821,800,46621,-28,10,0,45801,45796,45834,,45837
45862,45821,800,46621,41,10,0,45811,45803,45837,,45835
46029,45821,800,46621,208,10,0,45835,45865,45861,,45849
45890,45821,800,46621,69,10,0,45862,45893,45864,,45862
45792,45821,800,46621,-29,10,0,45835,45893,45855,,45859
45802,45821,800,46621,-19,10,0,45802,45878,45848,,45851
45761,45821,800,46621,-60,10,0,45793,45811,45837,,45842
45807,45821,800,46621,-14,10,0,45802,45790,45833,,45835
45815,45821,800,46621,-6,10,0,45807,45796,45830,,45831
45884,45821,800,46621,63,10,0,45815,45816,45836,,45833
45775,45821,800,46621,-46,10,0,45807,45820,45828,,45832
45776,45821,800,46621,-45,10,0,45802,45812,45821,,45824
45797,45821,800,46621,-24,10,0,45797,45808,45818,,45819
45778,45821,800,46621,-43,10,0,45797,45781,45813,,45815
45857,45821,800,46621,36,10,0,45797,45802,45818,,45815
45996,45821,800,46621,175,10,0,45807,45857,45840,,45829
45884,45821,800,46621,63,10,0,45815,45878,45845,,45842
45821,45821,800,46621,0,10,0,45821,45889,45842,,45843
45799,45821,800,46621,-22,10,0,45799,45875,45836,,45839
45723,45821,800,46621,-98,10,0,45799,45806,45821,,45828
45769,45821,800,46621,-52,10,0,45799,45778,45814,,45817
45853,45821,800,46621,32,10,0,45821,45786,45818,,45816
45924,45821,800,46621,103,10,0,45853,45817,45831,,45824
45789,45821,800,46621,-32,10,0,45821,45833,45825,,45828
45746,45821,800,46621,-75,10,0,45799,45828,45815,,45820
45751,45821,800,46621,-70,10,0,45789,45802,45807,,45811
45742,45821,800,46621,-79,10,0,45769,45757,45798,,45802
45802,45821,800,46621,-19,10,0,45769,45760,45798,,45798
45995,45821,800,46621,174,10,0,45789,45822,45822,,45810
45879,45821,800,46621,58,10,0,45802,45854,45829,,45825
45785,45821,800,46621,-36,10,0,45789,45865,45823,,45826
45788,45821,800,46621,-33,10,0,45788,45861,45818,,45820
45746,45821,800,46621,-75,10,0,45785,45799,45809,,45813
45779,45821,800,46621,-42,10,0,45785,45774,45805,,45807
45843,45821,800,46621,22,10,0,45788,45789,45809,,45807
45981,45821,800,46621,160,10,0,45802,45837,45830,,45819
45839,45821,800,46621,18,10,0,45839,45860,45831,,45830
45769,45821,800,46621,-52,10,0,45788,45858,45823,,45827
45785,45821,800,46621,-36,10,0,45785,45843,45818,,45820
45742,45821,800,46621,-79,10,0,45785,45783,45808,,45813
45787,45821,800,46621,-34,10,0,45785,45770,45805,,45806
45949,45821,800,46621,128,10,0,45787,45815,45823,,45814
45905,45821,800,46621,84,10,0,45839,45845,45833,,45828
45807,45821,800,46621,-14,10,0,45807,45862,45829,,45831
45771,45821,800,46621,-50,10,0,45787,45858,45821,,45825
45728,45821,800,46621,-93,10,0,45785,45802,45809,,45815
45748,45821,800,46621,-73,10,0,45785,45763,45801,,45805
45893,45821,800,46621,72,10,0,45787,45785,45812,,45806
45999,45821,800,46621,178,10,0,45807,45842,45835,,45823
45849,45821,800,46621,28,10,0,45849,45872,45836,,45835
45762,45821,800,46621,-59,10,0,45807,45875,45826,,45831
45758,45821,800,46621,-63,10,0,45771,45842,45817,,45821
45719,45821,800,46621,-102,10,0,45762,45772,45804,,45810
45766,45821,800,46621,-55,10,0,45762,45751,45799,,45801
45885,45821,800,46621,64,10,0,45766,45782,45809,,45804
45901,45821,800,46621,80,10,0,45849,45817,45820,,45814
45787,45821,800,46621,-34,10,0,45787,45834,45815,,45817
45742,45821,800,46621,-79,10,0,45766,45828,45805,,45810
45722,45821,800,46621,-99,10,0,45762,45788,45794,,45799
45725,45821,800,46621,-96,10,0,45758,45744,45785,,45789
46071,45821,800,46621,250,10,0,45766,45815,45820,,45802
45913,45821,800,46621,92,10,0,45787,45857,45831,,45825
45812,45821,800,46621,-9,10,0,45812,45880,45828,,45829
50743,45821,800,46621,4922,10,0,45812,47134,46442,,46135
49559,45821,800,46621,3738,10,0,45812,48006,46831,,46636
48547,45821,800,46621,2726,10,0,45913,48665,47045,,46938
47819,45821,800,46621,1998,10,0,46071,49167,47141,,47093
47241,45821,800,46621,1420,10,0,47241,48291,47153,,47147
46879,45821,800,46621,1058,10,0,47241,47621,47118,,47135
46659,45821,800,46621,838,10,0,47241,47149,47060,,47089
46503,45821,800,46621,682,10,0,47241,46820,46990,,47025
46243,45821,800,46621,422,10,0,47241,46571,46896,,46943
46127,45821,800,46621,306,10,0,46879,46383,46799,,46847
46058,45821,800,46621,237,10,0,46659,46232,46706,,46752
45860,45821,800,46621,39,10,0,46503,46072,46600,,46653
45801,45821,800,46621,-20,10,0,46243,45961,46500,,46550
45857,45821,800,46621,36,10,0,46127,45894,46419,,46459
45748,45821,800,46621,-73,10,0,46058,45816,46335,,46377
45773,45821,800,46621,-48,10,0,45860,45794,46264,,46299
45784,45821,800,46621,-37,10,0,45857,45790,46204,,46234
45717,45821,800,46621,-104,10,0,45801,45755,46143,,46173
45786,45821,800,46621,-35,10,0,45786,45765,46098,,46120
45820,45821,800,46621,-1,10,0,45786,45776,46063,,46080
45786,45821,800,46621,-35,10,0,45786,45777,46028,,46045
45793,45821,800,46621,-28,10,0,45786,45796,45998,,46013
45867,45821,800,46621,46,10,0,45786,45816,45981,,45989
45762,45821,800,46621,-59,10,0,45786,45802,45953,,45967
45713,45821,800,46621,-108,10,0,45786,45783,45923,,45938
45759,45821,800,46621,-62,10,0,45786,45775,45902,,45912
45758,45821,800,46621,-63,10,0,45786,45748,45884,,45893
45739,45821,800,46621,-82,10,0,45762,45742,45865,,45874
45797,45821,800,46621,-24,10,0,45762,45763,45856,,45860
45915,45821,800,46621,94,10,0,45762,45802,45863,,45859
45818,45821,800,46621,-3,10,0,45762,45817,45857,,45860
45784,45821,800,46621,-37,10,0,45762,45828,45847,,45852
45840,45821,800,46621,19,10,0,45784,45839,45846,,45846
45797,45821,800,46621,-24,10,0,45797,45809,45839,,45842
45736,45821,800,46621,-85,10,0,45797,45789,45826,,45832
45843,45821,800,46621,22,10,0,45797,45804,45828,,45827
45800,45821,800,46621,-21,10,0,45800,45794,45824,,45826
45731,45821,800,46621,-90,10,0,45800,45777,45812,,45818
45754,45821,800,46621,-67,10,0,45797,45782,45804,,45808
45779,45821,800,46621,-42,10,0,45784,45766,45800,,45802
45762,45821,800,46621,-59,10,0,45779,45756,45795,,45797
45834,45821,800,46621,13,10,0,45779,45782,45799,,45797
45961,45821,800,46621,140,10,0,45779,45834,45819,,45809
45840,45821,800,46621,19,10,0,45800,45849,45821,,45820
45784,45821,800,46621,-37,10,0,45784,45854,45816,,45818
45813,45821,800,46621,-8,10,0,45784,45849,45815,,45815
45753,45821,800,46621,-68,10,0,45784,45797,45807,,45811
45788,45821,800,46621,-33,10,0,45788,45784,45804,,45805
45928,45821,800,46621,107,10,0,45813,45820,45819,,45811
45898,45821,800,46621,77,10,0,45834,45841,45828,,45823
45796,45821,800,46621,-25,10,0,45813,45852,45824,,45826
45755,45821,800,46621,-66,10,0,45796,45844,45815,,45819
45692,45821,800,46621,-129,10,0,45788,45785,45799,,45807
45761,45821,800,46621,-60,10,0,45788,45751,45794,,45796
45880,45821,800,46621,59,10,0,45788,45772,45804,,45799
45752,45821,800,46621,-69,10,0,45788,45771,45797,,45800
45692,45821,800,46621,-129,10,0,45761,45771,45783,,45790
45711,45821,800,46621,-110,10,0,45755,45758,45774,,45778
45641,45821,800,46621,-180,10,0,45752,45699,45757,,45765
45708,45821,800,46621,-113,10,0,45711,45688,45750,,45753
45823,45821,800,46621,2,10,0,45711,45720,45759,,45754
45891,45821,800,46621,70,10,0,45752,45765,45775,,45767
45790,45821,800,46621,-31,10,0,45752,45803,45776,,45775
45762,45821,800,46621,-59,10,0,45752,45816,45774,,45775
45774,45821,800,46621,-47,10,0,45762,45804,45774,,45774
45760,45821,800,46621,-61,10,0,45762,45771,45772,,45773
45804,45821,800,46621,-17,10,0,45774,45775,45776,,45774
45947,45821,800,46621,126,10,0,45790,45821,45797,,45786
45864,45821,800,46621,43,10,0,45804,45843,45805,,45801
45780,45821,800,46621,-41,10,0,45790,45848,45801,,45803
45793,45821,800,46621,-28,10,0,45790,45846,45800,,45800
45777,45821,800,46621,-44,10,0,45780,45803,45797,,45798
45801,45821,800,46621,-20,10,0,45793,45787,45797,,45797
45897,45821,800,46621,76,10,0,45801,45817,45809,,45803
45980,45821,800,46621,159,10,0,45804,45863,45830,,45819
45830,45821,800,46621,9,10,0,45830,45877,45830,,45830
45768,45821,800,46621,-53,10,0,45801,45868,45822,,45826
45783,45821,800,46621,-38,10,0,45793,45840,45817,,45819
45742,45821,800,46621,-79,10,0,45793,45780,45807,,45812
45796,45821,800,46621,-25,10,0,45796,45772,45805,,45806
45946,45821,800,46621,125,10,0,45801,45816,45822,,45813
45873,45821,800,46621,52,10,0,45830,45839,45828,,45825
45758,45821,800,46621,-63,10,0,45796,45843,45819,,45823
45721,45821,800,46621,-100,10,0,45783,45824,45806,,45812
45755,45821,800,46621,-66,10,0,45768,45776,45799,,45802
45857,45821,800,46621,36,10,0,45783,45772,45806,,45802
45958,45821,800,46621,137,10,0,45796,45822,45825,,45815
45794,45821,800,46621,-27,10,0,45796,45841,45821,,45823
45740,45821,800,46621,-81,10,0,45794,45837,45810,,45815
45746,45821,800,46621,-75,10,0,45758,45809,45802,,45806
45706,45821,800,46621,-115,10,0,45755,45746,45790,,45796
45734,45821,800,46621,-87,10,0,45746,45731,45783,,45786
45848,45821,800,46621,27,10,0,45755,45758,45791,,45787
45859,45821,800,46621,38,10,0,45794,45786,45799,,45795
45775,45821,800,46621,-46,10,0,45775,45804,45796,,45797
45707,45821,800,46621,-114,10,0,45746,45797,45784,,45790
45721,45821,800,46621,-100,10,0,45740,45765,45776,,45780
45689,45821,800,46621,-132,10,0,45734,45723,45765,,45770
45805,45821,800,46621,-16,10,0,45734,45730,45770,,45767
46002,45821,800,46621,181,10,0,45775,45804,45799,,45784
45861,45821,800,46621,40,10,0,45805,45839,45806,,45802
45757,45821,800,46621,-64,10,0,45775,45856,45799,,45802
45741,45821,800,46621,-80,10,0,45757,45840,45791,,45795
45694,45821,800,46621,-127,10,0,45741,45763,45778,,45784
45733,45821,800,46621,-88,10,0,45741,45731,45772,,45775
45849,45821,800,46621,28,10,0,45757,45754,45781,,45776
45880,45821,800,46621,59,10,0,45805,45789,45793,,45787
45785,45821,800,46621,-36,10,0,45785,45811,45792,,45792
45732,45821,800,46621,-89,10,0,45757,45811,45784,,45788
45735,45821,800,46621,-86,10,0,45741,45783,45777,,45780
45797,45821,800,46621,-24,10,0,45741,45762,45779,,45778
45852,45821,800,46621,31,10,0,45785,45779,45788,,45783
45998,45821,800,46621,177,10,0,45797,45845,45814,,45801
45893,45821,800,46621,72,10,0,45849,45885,45823,,45818
45774,45821,800,46621,-47,10,0,45797,45879,45816,,45819
45733,45821,800,46621,-88,10,0,45785,45849,45805,,45810
45721,45821,800,46621,-100,10,0,45774,45780,45794,,45799
45832,45821,800,46621,11,10,0,45797,45765,45798,,45796
45944,45821,800,46621,123,10,0,45832,45807,45816,,45807
45826,45821,800,46621,5,10,0,45832,45830,45817,,45816
45830,45821,800,46621,9,10,0,45830,45858,45818,,45817
45829,45821,800,46621,8,10,0,45829,45857,45819,,45818
45849,45821,800,46621,28,10,0,45829,45833,45822,,45820
45871,45821,800,46621,50,10,0,45830,45844,45828,,45825
45980,45821,800,46621,159,10,0,45832,45882,45847,,45837
45865,45821,800,46621,44,10,0,45849,45891,45849,,45848
45755,45821,800,46621,-66,10,0,45849,45867,45837,,45843
45736,45821,800,46621,-85,10,0,45830,45834,45824,,45830
45697,45821,800,46621,-124,10,0,45830,45763,45808,,45816
45722,45821,800,46621,-99,10,0,45829,45727,45797,,45802
45830,45821,800,46621,9,10,0,45830,45746,45801,,45799
45978,45821,800,46621,157,10,0,45830,45806,45823,,45812
45814,45821,800,46621,-7,10,0,45814,45836,45821,,45822
45751,45821,800,46621,-70,10,0,45755,45843,45812,,45816
45771,45821,800,46621,-50,10,0,45755,45828,45806,,45809
45704,45821,800,46621,-117,10,0,45751,45760,45793,,45799
45769,45821,800,46621,-52,10,0,45769,45748,45790,,45791
45941,45821,800,46621,120,10,0,45771,45796,45808,,45799
45881,45821,800,46621,60,10,0,45814,45823,45817,,45812
45738,45821,800,46621,-83,10,0,45771,45832,45807,,45812
45727,45821,800,46621,-94,10,0,45769,45821,45797,,45802
45712,45821,800,46621,-109,10,0,45751,45764,45786,,45791
45694,45821,800,46621,-127,10,0,45738,45717,45774,,45780
45785,45821,800,46621,-36,10,0,45738,45729,45775,,45774
45932,45821,800,46621,111,10,0,45769,45780,45794,,45784
45796,45821,800,46621,-25,10,0,45785,45801,45794,,45794
45747,45821,800,46621,-74,10,0,45747,45815,45788,,45791
45762,45821,800,46621,-59,10,0,45747,45809,45784,,45786
45802,45821,800,46621,-19,10,0,45762,45776,45786,,45785
45932,45821,800,46621,111,10,0,45785,45810,45804,,45795
45988,45821,800,46621,167,10,0,45796,45871,45827,,45815
45859,45821,800,46621,38,10,0,45802,45895,45831,,45829
45806,45821,800,46621,-15,10,0,45806,45896,45827,,45829
45762,45821,800,46621,-59,10,0,45802,45853,45818,,45822
45776,45821,800,46621,-45,10,0,45802,45800,45812,,45815
45828,45821,800,46621,7,10,0,45806,45793,45814,,45813
45939,45821,800,46621,118,10,0,45828,45826,45829,,45821
45819,45821,800,46621,-2,10,0,45828,45840,45827,,45828
45732,45821,800,46621,-89,10,0,45819,45829,45815,,45821
45753,45821,800,46621,-68,10,0,45806,45810,45807,,45811
45697,45821,800,46621,-124,10,0,45776,45750,45793,,45800
45727,45821,800,46621,-94,10,0,45762,45727,45784,,45788
45847,45821,800,46621,26,10,0,45776,45756,45791,,45787
45925,45821,800,46621,104,10,0,45819,45799,45807,,45799
45795,45821,800,46621,-26,10,0,45795,45823,45805,,45806
45727,45821,800,46621,-94,10,0,45753,45823,45795,,45800
45722,45821,800,46621,-99,10,0,45732,45792,45785,,45790
45722,45821,800,46621,-99,10,0,45727,45741,45777,,45781
45800,45821,800,46621,-21,10,0,45727,45742,45779,,45778
45959,45821,800,46621,138,10,0,45795,45800,45801,,45790
45879,45821,800,46621,58,10,0,45800,45840,45810,,45805
45783,45821,800,46621,-38,10,0,45795,45855,45806,,45808
45823,45821,800,46621,2,10,0,45795,45861,45808,,45807
45744,45821,800,46621,-77,10,0,45783,45807,45800,,45804
45740,45821,800,46621,-81,10,0,45783,45772,45792,,45796
45862,45821,800,46621,41,10,0,45800,45792,45800,,45796
45955,45821,800,46621,134,10,0,45823,45825,45819,,45809
45837,45821,800,46621,16,10,0,45837,45848,45821,,45820
45724,45821,800,46621,-97,10,0,45823,45844,45808,,45814
45748,45821,800,46621,-73,10,0,45783,45816,45800,,45804
45721,45821,800,46621,-100,10,0,45748,45757,45790,,45795
45965,45821,800,46621,144,10,0,45748,45789,45811,,45800
45901,45821,800,46621,80,10,0,45837,45833,45822,,45816
45765,45821,800,46621,-56,10,0,45837,45838,45814,,45818
45716,45821,800,46621,-105,10,0,45765,45836,45801,,45807
45632,45821,800,46621,-189,10,0,45748,45753,45779,,45790
45712,45821,800,46621,-109,10,0,45724,45706,45770,,45774
45858,45821,800,46621,37,10,0,45748,45729,45781,,45775
46041,45821,800,46621,220,10,0,45765,45810,45813,,45797
45894,45821,800,46621,73,10,0,45858,45876,45823,,45818
45811,45821,800,46621,-10,10,0,45811,45901,45821,,45822
45819,45821,800,46621,-2,10,0,45811,45891,45820,,45820
45755,45821,800,46621,-66,10,0,45811,45819,45811,,45815
45815,45821,800,46621,-6,10,0,45815,45800,45811,,45811
45965,45821,800,46621,144,10,0,45819,45838,45830,,45820
45962,45821,800,46621,141,10,0,45858,45874,45846,,45838
45814,45821,800,46621,-7,10,0,45819,45889,45842,,45844
45735,45821,800,46621,-86,10,0,45815,45869,45828,,45835
45735,45821,800,46621,-86,10,0,45814,45811,45816,,45822
45747,45821,800,46621,-74,10,0,45814,45757,45807,,45811
45843,45821,800,46621,22,10,0,45814,45765,45811,,45809
46028,45821,800,46621,207,10,0,45815,45838,45838,,45824
45890,45821,800,46621,69,10,0,45843,45877,45844,,45841
45791,45821,800,46621,-30,10,0,45814,45888,45837,,45840
45759,45821,800,46621,-62,10,0,45791,45867,45827,,45832
45701,45821,800,46621,-120,10,0,45759,45785,45811,,45819
45727,45821,800,46621,-94,10,0,45759,45744,45800,,45805
45812,45821,800,46621,-9,10,0,45791,45749,45801,,45800
45863,45821,800,46621,42,10,0,45812,45775,45808,,45804
45743,45821,800,46621,-78,10,0,45791,45786,45799,,45803
45712,45821,800,46621,-109,10,0,45759,45782,45788,,45793
45653,45821,800,46621,-168,10,0,45743,45742,45771,,45779
45667,45821,800,46621,-154,10,0,45727,45693,45758,,45764
45970,45821,800,46621,149,10,0,45727,45750,45784,,45771
45887,45821,800,46621,66,10,0,45743,45794,45796,,45790
45809,45821,800,46621,-12,10,0,45809,45833,45797,,45796
45760,45821,800,46621,-61,10,0,45760,45856,45792,,45794
45708,45821,800,46621,-113,10,0,45743,45791,45781,,45786
45744,45821,800,46621,-77,10,0,45744,45755,45776,,45778
45873,45821,800,46621,52,10,0,45760,45771,45788,,45782
46001,45821,800,46621,180,10,0,45809,45831,45814,,45801
45850,45821,800,46621,29,10,0,45850,45867,45818,,45816
45773,45821,800,46621,-48,10,0,45809,45874,45812,,45815
47576,45821,800,46621,1755,10,0,45809,46300,46032,,45922
47095,45821,800,46621,1274,10,0,45850,46573,46164,,46098
46794,45821,800,46621,973,10,0,45873,46809,46242,,46203
46709,45821,800,46621,888,10,1,46001,47043,46300,,46271
46451,45821,800,46621,630,10,1,46451,46762,46318,,46309
46180,45821,800,46621,359,10,1,46451,46533,46300,,46309
46099,45821,800,46621,278,10,1,46451,46359,46274,,46287
46013,45821,800,46621,192,10,0,46451,46185,46241,,46257
45976,45821,800,46621,155,10,0,46451,46067,46207,,46224
46043,45821,800,46621,222,10,0,46180,46032,46186,,46196
46126,45821,800,46621,305,10,0,46126,46039,46178,,46182
45947,45821,800,46621,126,10,0,46099,46023,46149,,46163
45838,45821,800,46621,17,10,0,46043,45988,46110,,46129
45587,45821,800,46621,-234,10,0,46013,45874,46044,,46077
45590,45821,800,46621,-231,10,0,45976,45740,45987,,46015
45665,45821,800,46621,-156,10,0,45947,45670,45946,,45966
45806,45821,800,46621,-15,10,0,45838,45662,45928,,45937
45838,45821,800,46621,17,10,0,45838,45724,45916,,45922
45726,45821,800,46621,-95,10,0,45806,45758,45892,,45904
45714,45821,800,46621,-107,10,0,45726,45771,45869,,45880
45724,45821,800,46621,-97,10,0,45724,45750,45850,,45859
45749,45821,800,46621,-72,10,0,45724,45728,45837,,45843
45820,45821,800,46621,-1,10,0,45726,45751,45834,,45835
45820,45821,800,46621,-1,10,0,45749,45778,45832,,45833
45753,45821,800,46621,-68,10,0,45753,45785,45822,,45827
45806,45821,800,46621,-15,10,0,45753,45799,45820,,45821
45765,45821,800,46621,-56,10,0,45753,45786,45813,,45816
45820,45821,800,46621,-1,10,0,45765,45786,45813,,45813
45961,45821,800,46621,140,10,0,45806,45838,45831,,45822
46018,45821,800,46621,197,10,0,45820,45891,45854,,45842
45894,45821,800,46621,73,10,0,45820,45923,45859,,45856
45829,45821,800,46621,8,10,0,45820,45925,45855,,45857
45790,45821,800,46621,-31,10,0,45820,45882,45846,,45850
45785,45821,800,46621,-36,10,0,45820,45824,45838,,45842
45903,45821,800,46621,82,10,0,45829,45826,45846,,45842
46018,45821,800,46621,197,10,0,45894,45874,45867,,45856
45931,45821,800,46621,110,10,0,45903,45909,45875,,45871
45839,45821,800,46621,18,10,0,45894,45922,45870,,45872
45735,45821,800,46621,-86,10,0,45839,45880,45853,,45861
45738,45821,800,46621,-83,10,0,45829,45810,45838,,45845
45777,45821,800,46621,-44,10,0,45790,45772,45830,,45834
45917,45821,800,46621,96,10,0,45839,45791,45840,,45835
46010,45821,800,46621,189,10,0,45903,45860,45861,,45850
45906,45821,800,46621,85,10,0,45906,45902,45866,,45863
45792,45821,800,46621,-29,10,0,45839,45906,45856,,45861
45782,45821,800,46621,-39,10,0,45792,45872,45846,,45851
45759,45821,800,46621,-62,10,0,45782,45809,45835,,45840
45836,45821,800,46621,15,10,0,45792,45792,45835,,45835
46016,45821,800,46621,195,10,0,45836,45848,45857,,45846
45941,45821,800,46621,120,10,0,45906,45888,45867,,45862
45842,45821,800,46621,21,10,0,45842,45908,45863,,45865
45739,45821,800,46621,-82,10,0,45836,45884,45847,,45855
45691,45821,800,46621,-130,10,0,45792,45803,45827,,45837
45772,45821,800,46621,-49,10,0,45782,45761,45820,,45823
45779,45821,800,46621,-42,10,0,45779,45745,45814,,45817
45712,45821,800,46621,-109,10,0,45779,45738,45801,,45807
45743,45821,800,46621,-78,10,0,45772,45751,45793,,45797
